ROWID,Country,State lgd code,State,YearCode,Year,Crop category,Season,Crop name,Area,Production,Yield
984,India,5,Uttarakhand,2011,"Agriculture Year (Jul - Jun), 2011",Oilseeds and Commercial Crops,,Sugarcane,108,6311,58435.185
985,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Bhatt,5.98,6.06,1013.378
986,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Cereals,476.54,844.06,1771.226
987,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Coarse Cereals,227.26,307.57,1353.384
988,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Foodgrains,520.26,880.94,1693.269
989,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Kulthi (Horse Gram),13.29,10.71,805.869
990,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Maize,27.9,40.08,1436.559
991,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Other Pulses,1.23,0.77,626.016
992,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Pulses,43.72,36.88,843.55
993,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Ragi,124.62,173.5,1392.232
994,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Rajma,5.22,5.38,1030.651
995,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Rice,249.28,536.49,2152.158
996,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Small Millets,74.74,93.99,1257.56
997,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Tur,3.03,2.42,798.68
998,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Urad,14.97,11.54,770.875
999,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Barley,22.39,30.73,1372.488
1000,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Cereals,394.08,932.39,2365.992
1001,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Coarse Cereals,22.44,30.82,1373.44
1002,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Foodgrains,411.33,946.78,2301.753
1003,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Gram,0.53,0.44,830.189
1004,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Maize,0.05,0.09,1800
1005,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Masur,11.79,9.55,810.008
1006,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Others,0.04,0.02,500
1007,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Peas,4.89,4.38,895.706
1008,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Pulses,17.25,14.39,834.203
1009,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Rice,13.51,43.34,3207.994
1010,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Rabi,Wheat,358.13,858.23,2396.42
1011,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Kharif,Groundnut,1.04,1.21,1163.462
1012,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Kharif,Oilseed,13.61,22.63,1662.748
1013,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Kharif,Rapeseed and Mustard,18.08,16.87,933.075
1014,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Kharif,Sesamum,2.06,0.56,271.845
1015,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Rabi,Oilseed,18.57,17.1,920.84
1016,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,Rabi,Soyabean,10.51,20.86,1984.776
1017,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,,Linseed,0.49,0.23,469.388
1472,India,6,Haryana,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Bajra,450,720.9,1602
1018,India,5,Uttarakhand,2012,"Agriculture Year (Jul - Jun), 2012",Oilseeds and Commercial Crops,,Sugarcane,109.9,6784.82,61736.306
1019,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Bhatt,6.29,6.36,1011.129
1020,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Cereals,441.57,803.2,1818.964
1021,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Coarse Cereals,201.65,267.47,1326.407
1022,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Foodgrains,489.16,843.84,1725.08
1023,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Kulthi (Horse Gram),15.14,11.93,787.979
1024,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Maize,25,35.47,1418.8
1025,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Other Pulses,0.85,0.59,694.118
1026,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Pulses,47.59,40.64,853.961
1027,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Ragi,112.15,153.9,1372.269
1028,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Rajma,7.38,7.52,1018.97
1029,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Rice,239.92,535.73,2232.953
1030,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Small Millets,64.5,78.1,1210.853
1031,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Tur,3.37,2.73,810.089
1032,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Kharif,Urad,14.56,11.51,790.522
1033,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Barley,23.3,31.47,1350.644
1034,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Cereals,384.02,916.73,2387.193
1035,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Coarse Cereals,23.3,31.47,1350.644
1036,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Foodgrains,401.47,932.61,2322.988
1037,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Gram,0.84,0.66,785.714
1038,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Masur,11.11,9.85,886.589
1039,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Others,0.01,0,0
1040,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Peas,5.46,5.36,981.685
1041,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Pulses,17.45,15.88,910.029
1042,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Rice,12.88,42.85,3326.863
1043,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Urad,0.03,0.01,333.333
1044,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Foodgrains,Rabi,Wheat,347.84,842.41,2421.832
1045,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Castorseed,0,0,
1046,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Groundnut,1.02,1.2,1176.471
1047,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Oilseed,17.95,23.81,1326.462
1048,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Rapeseed and Mustard,13.89,10.26,738.661
1049,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Kharif,Sesamum,2.01,0.54,268.657
1050,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Rabi,Oilseed,13.89,10.26,738.661
1051,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,Rabi,Soyabean,14.92,22.07,1479.223
1052,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,,Linseed,0,0,
1053,India,5,Uttarakhand,2013,"Agriculture Year (Jul - Jun), 2013",Oilseeds and Commercial Crops,,Sugarcane,104.26,5939.8,56971.034
1054,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Bhatt,6.47,5.16,797.527
1055,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Cereals,448.23,849.13,1894.407
1056,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Coarse Cereals,200.37,289.07,1442.681
1057,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Foodgrains,493.74,886.78,1796.047
1058,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Kulthi (Horse Gram),14.28,11.57,810.224
1059,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Maize,24.54,50.79,2069.682
1060,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Other Pulses,1.54,1.05,681.818
1061,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Pulses,45.51,37.65,827.291
1062,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Ragi,112.84,155.73,1380.096
1063,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Rajma,6.04,6.32,1046.358
1064,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Rice,247.86,560.06,2259.582
1065,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Small Millets,62.99,82.55,1310.525
1066,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Tur,3.58,3.23,902.235
1067,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Kharif,Urad,13.6,10.32,758.824
1068,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Barley,21.28,24.45,1148.966
1069,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Cereals,382.93,722.31,1886.272
1070,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Coarse Cereals,21.31,24.53,1151.103
1071,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Foodgrains,403.9,739.21,1830.181
1072,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Gram,0.67,0.55,820.896
1073,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Maize,0.03,0.08,2666.667
1074,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Masur,12.4,8.75,705.645
1075,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Peas,7.8,7.55,967.949
1076,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Pulses,20.97,16.9,805.913
1077,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Rice,13.86,43.63,3147.908
1078,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Urad,0.1,0.05,500
1079,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Foodgrains,Rabi,Wheat,347.76,654.15,1881.039
1080,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Castorseed,0,0,
1081,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Groundnut,0.97,1.07,1103.093
1082,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Oilseed,15.36,18.01,1172.526
1083,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Sesamum,1.63,0.44,269.939
1084,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Kharif,Soyabean,12.76,16.5,1293.103
1085,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Rabi,Linseed,0,0,
1086,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,Rabi,Oilseed,16.22,11.61,715.783
1087,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,,Rapeseed and Mustard,16.22,11.61,715.783
1088,India,5,Uttarakhand,2014,"Agriculture Year (Jul - Jun), 2014",Oilseeds and Commercial Crops,,Sugarcane,101.72,6165.07,60608.238
1089,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Bhatt,6.8,6.8,1000
1090,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Cereals,439.96,850.18,1932.403
1091,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Coarse Cereals,189.66,264.26,1393.335
1092,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Foodgrains,485.24,887.13,1828.229
1093,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Kulthi (Horse Gram),12.32,10.7,868.506
1094,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Maize,23.21,39.37,1696.252
1095,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Other Pulses,1.1,0.74,672.727
1096,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Pulses,45.28,36.95,816.034
1097,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Ragi,107.43,150.57,1401.564
1098,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Rajma,5.89,6,1018.676
1099,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Rice,250.3,585.92,2340.871
1100,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Small Millets,59.02,74.32,1259.234
1101,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Tur,4.34,3.34,769.585
1102,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Kharif,Urad,14.83,9.37,631.827
1103,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Barley,18.85,18.53,983.024
1104,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Cereals,374.84,844.16,2252.054
1105,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Coarse Cereals,18.87,18.57,984.102
1106,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Foodgrains,392.46,858.82,2188.299
1107,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Gram,0.52,0.44,846.154
1108,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Maize,0.02,0.04,2000
1109,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Masur,10.24,7.47,729.492
1110,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Peas,6.83,6.74,986.823
1111,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Pulses,17.62,14.66,832.009
1112,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Rice,13.84,53.21,3844.653
1113,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Urad,0.03,0.01,333.333
1114,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Foodgrains,Rabi,Wheat,342.13,772.38,2257.563
1115,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Castorseed,0.18,0.1,555.556
1116,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Groundnut,1.06,1.5,1415.094
1117,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Oilseed,16.49,20.12,1220.133
1118,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Sesamum,1.77,0.48,271.186
1119,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Kharif,Soyabean,13.54,18.04,1332.349
1120,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Rabi,Linseed,0,0,
1121,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,Rabi,Oilseed,15.86,15.52,978.562
1122,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,,Rapeseed and Mustard,15.86,15.52,978.562
1123,India,5,Uttarakhand,2015,"Agriculture Year (Jul - Jun), 2015",Oilseeds and Commercial Crops,,Sugarcane,96.85,5885.76,60771.915
1124,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Bhatt,6,5,833.333
1125,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Cereals,438,855,1952.055
1126,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Coarse Cereals,192,282,1468.75
1127,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Foodgrains,482,893,1852.697
1128,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Kulthi (Horse Gram),13,11,846.154
1129,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Maize,22,37,1681.818
1130,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Other Pulses,1,1,1000
1131,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Pulses,44,38,863.636
1132,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Ragi,107,160,1495.327
1133,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Rajma,6,6,1000
1134,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Rice,246,573,2329.268
1135,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Small Millets,63,85,1349.206
1136,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Tur,3,3,1000
1137,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Kharif,Urad,15,12,800
1138,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Barley,22,26,1181.818
1139,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Cereals,378,965,2552.91
1140,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Coarse Cereals,22,26,1181.818
1141,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Foodgrains,395,980,2481.013
1142,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Gram,1,1,1000
1143,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Masur,10,8,800
1144,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Peas,6,6,1000
1145,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Pulses,17,15,882.353
1146,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Rice,15,57,3800
1147,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Wheat,341,882,2586.51
1148,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Castorseed,0,0,
1149,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Groundnut,1,1,1000
1150,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Oilseed,15,15,1000
1151,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Sesamum,2,1,500
1152,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Soyabean,12,13,1083.333
1153,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Rabi,Linseed,0,0,
1154,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Rabi,Oilseed,13,11,846.154
1155,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,,Rapeseed and Mustard,13,11,846.154
1156,India,5,Uttarakhand,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,,Sugarcane,93,6477,69645.161
1157,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Bhatt,7,8,1142.857
1158,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Cereals,423,865.05,2045.035
1159,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Coarse Cereals,184,260.141,1413.81
1160,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Foodgrains,469,906.502,1932.84
1161,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Kulthi (Horse Gram),14,12,857.143
1162,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Maize,22,43.34,1970
1163,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Other Pulses,1,1,1000
1164,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Pulses,46,41.452,901.13
1165,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Ragi,103,140.801,1367
1166,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Rajma,6,6,1000
1167,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Rice,239,604.909,2531
1168,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Small Millets,59,76,1288.136
1169,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Tur,4,3.868,967
1170,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Urad,14,10.584,756
1171,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Barley,20,26.74,1337
1172,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Cereals,366,983.939,2688.358
1173,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Coarse Cereals,20,26.74,1337
1174,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Foodgrains,382,996.681,2609.113
1175,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Gram,1,0.782,782
1176,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Masur,10,6.96,696
1177,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Peas,5,5,1000
1178,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Pulses,16,12.742,796.375
1179,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Rice,13,41.782,3214
1180,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Wheat,333,915.417,2749
1181,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Groundnut,1,1.377,1377
1182,India,5,Uttarakhand,2017,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Oilseed,13,13.863,1066.385
