ROWID,Country,State lgd code,State,YearCode,Year,Crop category,Season,Crop name,Area,Production,Yield
180,India,1,Jammu And Kashmir,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Pulses,2.240112827,1.537638421,669.702999
181,India,1,Jammu And Kashmir,2016,"Agriculture Year (Jul - Jun), 2016",Foodgrains,Rabi,Wheat,283.2347534,463.938489,1598.129273
182,India,1,Jammu And Kashmir,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Groundnut,0,0.087809301,
183,India,1,Jammu And Kashmir,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Nigerseed,1.203963079,0.934681223,757.4401009
184,India,1,Jammu And Kashmir,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Oilseed,6.811074758,3.45773513,495.3068982
185,India,1,Jammu And Kashmir,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Kharif,Sesamum,5.60711168,2.435244606,423.7423181
186,India,1,Jammu And Kashmir,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Rabi,Linseed,0.119030385,0.04390465,359.8737354
187,India,1,Jammu And Kashmir,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,Rabi,Oilseed,46.57112612,24.45781722,512.3877585
188,India,1,Jammu And Kashmir,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,,Rapeseed and Mustard,46.45209573,24.41391257,512.7789977
189,India,1,Jammu And Kashmir,2016,"Agriculture Year (Jul - Jun), 2016",Oilseeds and Commercial Crops,,Sugarcane,0,0,
190,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Bajra,12.30793698,7.261829169,575.6387491
191,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Cereals,580.4819199,1043.702324,1754.226891
192,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Coarse Cereals,313.5611589,543.0527176,1689.73096
193,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Foodgrains,597.1130014,1052.550574,1719.826134
194,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Jowar,0.06146651,0.039026356,619.4663224
195,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Kulthi (Horse Gram),0.758086963,0.458559681,590.1672857
196,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Lovia,0.204888368,0.113176432,538.9354371
197,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Maize,295.1524268,532.7497596,1761.064309
198,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Moong,0.599054563,0.233182476,380.5069697
199,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Moth,1.091762305,0.809796884,723.6793761
200,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Other Pulses,10.63956027,4.496811855,412.3622327
201,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Pulses,16.63108155,8.848250535,519.1071213
202,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Rajmash,3.337729086,2.736723205,799.9778532
203,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Rice,266.920761,500.6496063,1829.993634
204,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Kharif,Small Millets,6.039328571,3.001126766,484.9024717
205,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Barley,5.616868269,3.246992808,563.9308423
206,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Cereals,297.6901156,478.7421614,1569.04293
670,India,3,Punjab,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Tur,3.1,2.8,903.226
207,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Coarse Cereals,5.616868269,3.246992808,563.9308423
208,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Foodgrains,299.8346139,480.2807755,1562.827007
209,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Gram,0.022440155,0.004878294,211.7179806
210,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Masur,0.204888368,0.117079068,557.1012301
211,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Others,0.275135809,0.158056741,560.4848151
212,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Peas,1.642033923,1.258599977,747.8308365
213,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Pulses,2.144498255,1.53861408,699.962084
214,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Foodgrains,Rabi,Wheat,292.0732473,475.4951686,1588.372684
215,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Groundnut,0,0,
216,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Nigerseed,0,0,
217,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Oilseed,4.220700387,1.718135317,397.093171
218,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Kharif,Sesamum,4.220700387,1.718135317,397.093171
219,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Rabi,Linseed,0.060490852,0.029269767,472.218906
220,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,Rabi,Oilseed,46.30769822,36.70331204,773.3033389
221,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,,Rapeseed and Mustard,46.24720737,36.67404227,773.6975051
222,India,1,Jammu And Kashmir,2017,"Agriculture Year (Jul - Jun), 2017",Oilseeds and Commercial Crops,,Sugarcane,0,0,
223,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Bajra,23.76509941,13.26115572,544.4176644
224,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Cereals,540.2311121,1176.041672,2123.934293
225,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Coarse Cereals,284.5967732,575.2318993,1972.017373
226,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Foodgrains,557.4339297,1184.739671,2073.611758
227,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Kulthi (Horse Gram),0.758086963,0.325870072,420.0231064
228,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Lovia,0.204888368,0.113176432,538.9354371
229,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Maize,255.9670385,560.3121235,2135.717325
230,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Moong,0.37172604,0.160983718,422.4603023
231,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Moth,1.0966406,0.801991613,713.5159374
232,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Other Pulses,11.52838552,4.845122081,410.0391889
233,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Pulses,17.20281767,8.697999065,493.3058218
234,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Rajmash,3.243090173,2.450855149,737.2039598
235,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Rice,255.6343389,600.809773,2293.062811
236,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Kharif,Small Millets,4.864635259,1.658620125,332.6996838
237,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Barley,6.867662974,4.45680984,633.202624
238,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Cereals,288.2350052,660.0430003,2234.207164
239,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Coarse Cereals,6.867662974,4.45680984,633.202624
240,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Foodgrains,290.3990167,661.702596,2223.133435
241,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Others,0.493683402,0.344407591,681.418711
242,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Peas,1.670328031,1.314212534,767.8757485
243,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Pulses,2.164011433,1.659595783,748.1518282
244,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Foodgrains,Rabi,Wheat,281.3673423,655.5861904,2273.285229
245,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Kharif,Groundnut,0,0,
246,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Kharif,Nigerseed,0,0,
247,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Kharif,Oilseed,4.314363642,1.764966944,399.0444888
671,India,3,Punjab,2012,"Agriculture Year (Jul - Jun), 2012",Foodgrains,Kharif,Urad,2.2,1,454.545
248,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Kharif,Sesamum,4.314363642,1.764966944,399.0444888
249,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Rabi,Linseed,0.148300152,0.164886354,1083.957034
250,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,Rabi,Oilseed,46.24232907,53.12657825,1120.913042
251,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,,Rapeseed and Mustard,46.09402892,52.96169189,1121.032072
252,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Oilseeds and Commercial Crops,,Sugarcane,0,0,
253,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Bajra,9.540968351,5.67735912,580.5170436
254,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Cereals,553.085418,1106.597199,1952.070027
255,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Coarse Cereals,279.4004139,533.8678647,1864.250969
256,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Foodgrains,568.4627779,1148.624682,1971.396854
257,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Kulthi (Horse Gram),0.615640764,0.214644957,340.504955
258,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Lovia,0.204888368,0.041953333,200.0100738
259,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Maize,262.1293001,528.1905056,1965.952677
260,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Moong,0.30050294,0.128786974,417.5820078
261,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Moth,1.14054525,0.835164016,714.1823124
262,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Other Pulses,1.28201579,4.012885042,3053.604532
263,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Pulses,15.37735987,42.02748264,2666.546988
264,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Rajmash,11.83376676,36.79502397,3033.610354
265,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Rice,273.6850041,572.7293343,2041.722347
266,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Kharif,Small Millets,7.730145439,0,0
267,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Barley,7.305733819,4.375830152,584.4196792
268,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Cereals,245.2982085,480.8369011,1912.500229
269,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Coarse Cereals,7.305733819,4.375830152,584.4196792
270,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Foodgrains,246.7607212,481.9032962,1905.37987
271,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Gram,0.00878093,0.002926977,292.697669
272,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Masur,0.369774722,0.26537922,699.547429
273,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Others,0.385385264,0.232206817,587.8657064
274,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Peas,0.69857177,0.56588216,790.3383433
275,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Pulses,1.462512686,1.065419515,711.0416664
276,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Foodgrains,Rabi,Wheat,237.9924747,476.4610709,1953.269111
277,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Groundnut,0,0,
278,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Nigerseed,0,0,
279,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Oilseed,3.73189528,1.525930515,399.0444888
280,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Kharif,Sesamum,3.73189528,1.525930515,399.0444888
281,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Rabi,Linseed,0.121957362,0,0
282,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,Rabi,Oilseed,44.33003763,39.74346516,874.7045437
283,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,,Rapeseed and Mustard,44.20808027,39.74346516,877.1173482
284,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Oilseeds and Commercial Crops,,Sugarcane,0,0,
285,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Bajra,13.142,6.466,2192
286,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Cereals,578.011,1098.724,1900.871
287,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Coarse Cereals,310.431,517.273,1666.305
288,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Foodgrains,592.749,1107.774,1868.875
289,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Kulthi (Horse Gram),0.712,0.24,337.079
290,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Maize,289.179,508.666,1759
291,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Moong,0.36,0.159,441
292,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Moth,1.087,0.78,717.571
293,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Other Pulses,8.703,4.771,548.225
294,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Pulses,14.738,9.05,614.056
295,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Rajmash,3.876,3.1,799.794
296,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Rice,267.58,581.451,2173
297,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Kharif,Small Millets,8.11,2.141,264
298,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Barley,3.988,2.297,576
299,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Cereals,247.742,486.149,1962.319
300,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Coarse Cereals,3.988,2.297,576
301,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Foodgrains,249.141,487.174,1955.415
302,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Masur,0.4,0.285,713
303,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Others,0.225,0.11,488.889
304,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Peas,0.774,0.63,813.953
305,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Pulses,1.399,1.025,732.809
306,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Foodgrains,Rabi,Wheat,243.754,483.852,1985
307,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Groundnut,,0,
308,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Nigerseed,0,0,
309,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Oilseed,2.75,1.106,402
310,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Kharif,Sesamum,2.75,1.106,402
311,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Linseed,0.3,0.194,648
312,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,Rabi,Oilseed,48.52,31.875,656.944
313,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Rapeseed and Mustard,48.22,31.681,657
314,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Oilseeds and Commercial Crops,,Sugarcane,0.038,0.084,2223
315,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Cereals,379.55,853.3,2248.189
316,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Coarse Cereals,302.32,721.66,2387.073
317,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Foodgrains,400.662,865.565,2160.337
318,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Kulthi (Horse Gram),2.11,1.15,545.024
319,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Maize,294.15,715.42,2432.16
320,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Moong,0.28,0.13,464.286
321,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Moth,1.09,1.92,1761.468
322,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Other Pulses,7.33,2.77,377.899
323,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Pulses,21.112,12.265,580.949
324,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Rice,77.23,131.64,1704.519
325,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Small Millets,5.5,3.31,601.818
326,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Tur,0.012,0.005,416.667
327,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Kharif,Urad,10.29,6.29,611.273
328,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Barley,22.06,30.39,1377.607
329,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Cereals,378.64,626.17,1653.734
330,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Coarse Cereals,22.06,30.39,1377.607
331,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Foodgrains,389.81,644.69,1653.857
332,India,2,Himachal Pradesh,2011,"Agriculture Year (Jul - Jun), 2011",Foodgrains,Rabi,Gram,0.68,0.66,970.588
